Query	predict_lb	predict_tag	score	true_lb	true_tag
клиент зарубежнефть инфо ctrl d недосутупный нет возможность вход возможно быть у разработчик пользователь ndrannikova nestro ru продукт сервер описание пользователь не видеть добавлять карточка судебный дело http joxi ru ba07zbdf1a54n2 и не иметь возможность создавать новый выбор только довернность и представитель по доверенность http joxi ru 82qgdgzi8me6vr	4	Другое	0.9999955892562866	XSUD Ошибка	4
клиент иды консалт пользователь gk khml ru продукт сервер за июнь июль в отношение ао химки молжаниновый быть возбуждать 2 производство но уведомление пользователь не быть organizationid d9204886 fc22 4b82 b5f9 e20db3e8d884 accountid cd200734 c22c 49d7 a04e 8638a31f62b4 accountcaption администратор accountemail gk khml ru url http s xsud event notification qurl http s xsud login backdoor id cd200734 c22c 49d7 a04e 8638a31f62b4 url http 3a 2f 2fs xsud 2f 23 2fevent 2fnotification	4	Другое	0.9999985694885254	XSUD Ошибка	4
клиент казанский моторостроительный производственный объединение ао пользователь nivshina oao kmpo ru продукт облако дд админ vchurakov oao kmpo ru при попытка зарегистрироваться появляться ошибка аналогичный обращение 22827686	4	Другое	0.9999165534973145	XSUD Ошибка	4
клиент командор коробка пользователь mixeevaia sm komandor ru инструкция по подключение https conf action media ru pages viewpage action pageid 163293397 описание не приходить уведомление на почта о новый дело задача изменение и т д пользователь утверждать что в настройка все указывать	4	Другое	0.999975323677063	XSUD Ошибка	4
клиент метафракс пользователь aleksandr gorin metafrax ru продукт облако не всегда корректно срабатывать связь с кад мой арбитр при внесение в система новый дело из за что дело часто дублироваться и приходиться дело вводить вручную впоследствии удалять пример дело а50 21476 2022	4	Другое	0.9999814033508301	Проверка контрагентов Ошибка	4
клиент пао черкизово пользователь a i saperov cherkizovo com продукт облако при попытка находить в ерп проверка два другой наш юр лицо ао кц инн 4813007240 и ооо тамбовский индейка инн 6829076796 система вообще не показывать ничто	4	Другое	0.9999953508377075	XSUD Ошибка	4
клиент приминать облако выдавать доступ sevostnagolde yandex ru при тестирование обнаруживать ошибка в добавлять дело а40 257925 2021 нет решение от 05 03 2022 и нет последний назначать заседание	4	Другое	0.99997878074646	Проверка контрагентов Ошибка	4
клиент пин 562475801 не приходить ссылка на смена пароль просить проверять	4	Другое	0.9999886751174927	Платформа ID2 Ошибка	4
кодовый слово от гендир украина во весь укр система во весь версия где быть раздел онлайн обучение нужно поменять ссылка во весь существующий плитка отправлять со весь плитка на сайт школа один справочный система один школа система кадр school 1kadrovik01 com ua система главбух school 1golovbukh com ua система медицина school 1medsprava com ua система госзкакупки school 1dzakupivli com ua система охрана труд school 1sop com ua спасибо	4	Другое	0.9999380111694336	Справочные системы Доработка	4
козлов елена николаевна не мочь принимать и подписывать документ по эдо скрин ошибка прикреплять	4	Другое	0.9999957084655762	1С Ошибка	4
коллега добрый утро у зернаева елена логин hq ezernaeva не работать прослушка в арма пробовать с впн подключаться и без он перо заходить заново открываться плейлист но кнопка перекручивать пауза и плэй не активный просить вы помогать скрин во вложение	2	АРМ оператора (SD) Ошибка	0.9961226582527161	АРМ оператора (SD) Ошибка	2
коллега в ерм пропадать монитор рг быть возможность он восстанавливать vanina action pfess ru trr mng 21	4	Другое	0.9999457597732544	Единое Рабочее Место (ЕРМ) Ошибка	5
коллега добрый утро с октябрь мы начинать продавать новый тариф а именно комплекс образовательный услуга по программа повышение квалификация и профессиональный переподготовка школа врач весь программа однопользовательский версия вип тариф 12 мес и вот именно под этот тариф у мы нет в ерм шаблон оплата по график для пример заказ 462940016 клиент просить именно прописывать в договор график платеж с конкретный сумма и дата мы просить уже несколько день сделать мы такой шаблон для комплекс образовательный услуга по программа повышение квалификация и профессиональный переподготовка школа врач весь программа однопользовательский версия вип тариф 12 мес для пример заказ 462940345 выставлять на комплекс образовательный услуга по программа повышение квалификация и профессиональный переподготовка школа врач весь программа однопользовательский версия 12 мес и там быть такой шаблон оплата по график заранее спасибо	4	Другое	0.999923825263977	Шаблоны договоров, счетов и документов отгрузки в CRM Доработка	4
коллега добрый день я не удаваться обновлять данные по некоторый куб а именно регистрационный куб трафиковый куб выдавать ошибка ругаться что нет доступ просить вы предоставлять я он	4	Другое	0.9999985694885254	Кубы Olap Доступы	4
коллега добрый день оренбург мп_пп_сс не работать справочный система ни у кто	12	Справочные системы Ошибка	0.9999738931655884	Справочные системы Ошибка	12
коллега добрый день просить вы предоставлять доступ в бо bss uz и kadry uz для мой сотрудник нозим якубова nyakubova action mcfr uz спасибо	4	Другое	0.9999984502792358	Маркетинговые сайты Доступы	4
коллега долго крутить br время событие 20 05 2022 09 37 49 03 00 br ф и о галиев юлиан александровна br почта yugalieva pressh ru br подразделение мп_нп_сс_уфа_4_обр br должность менеджер br добавочный 8105 br имя компьютер ufa096 br br автопрозвон br кампания мп_нп_сс_лида_цпк_продажа_сс_завуч br джоб mp_np_ss_zavuch br br идентификатор sentry 1c8fc823485d43a69020d80572b69cfa br сессия logrocket https app logrocket com qaezhz erm s 5 2af5b9cf ac6a 4be9 8deb 670643b4e789 0 4e1c8ea6 fa37 4a46 9149 d1fa436a4b44 t 1653026006193	4	Другое	0.9999988079071045	Единое Рабочее Место (ЕРМ) Ошибка	5
коллега клиент выпадать через ошибка подключение к сервер возможность заводить через кнопка нет зуз елизавета павловна tvr mng 61 ezuza action press ru доба 4293 кцпк_нп_ср_тверь_ср9_гба филиал тверь юридический сервис аудит лида юридический сервис аудит демо юридический сервис аудит онлайн заявка юридический сервис аудит_изда aud_jurserv	4	Другое	0.9999977350234985	Единое Рабочее Место (ЕРМ) Ошибка	5
здравствовать у новый сотрудник не работать cctray похоже что сотрудник не выдавать номер прикреплять скриншот при создание процесс на прием сотрудник hr указывать необходимость выдача номер номер anydesk 824 714 235 фио agzamov sardor anvar o g li логин в домен action mcfr uz sagzamov почтовый адрес sagzamov action mcfr uz	4	Другое	0.9999982118606567	Телефония Ошибка	13
коллега срочно пропадать доступ к бо сс писать что доступ отсутствовать просить предоставлять обратно	4	Другое	0.9999974966049194	Справочные системы Ошибка	12
коллега у мп вылетать ерм после каждый звонок на главный страница выбор компания виноградов елена олеговна доба 4405 eo vinogradova action press ru tvr106 юридический сервис аудит лида юридический сервис аудит демо юридический сервис аудит онлайн заявка юридический сервис аудит_изда aud_jurserv	4	Другое	0.9999520778656006	Единое Рабочее Место (ЕРМ) Ошибка	5
коллега вот такой ошибка на orb325 помогать пожалуйста	4	Другое	0.9999967813491821	Программное обеспечение (ПО) Ошибки	4
коллега в данный пина 3634165901 менеджер звонить на любой номер вообще не мочь дозваниваться идти гудок 1 и сразу сброс перезванивать с моб идти полноценный гудок просить проверять sar321	4	Другое	0.9999853372573853	Телефония Доработка	4
коллега в табель подразделение не подтягиваться	4	Другое	0.9999881982803345	БО Издателя Актион-пресс Ошибка	4
коллега во время звонок прерываться связь менеджер слышать клиент прерывисто в запись кажется будто квакать менеджер но в линия это так они слышать клиент br иды звонок 639726010 br куват васлидин абдижалилович br tvr mng 90 br vkuvatov action press ru br доба 8057 br кцпк_нп_ср_тверь_ср9_гба филиал тверь br юридический сервис аудит лида br юридический сервис аудит демо br юридический сервис аудит онлайн заявка br юридический сервис аудит_изда br aud_jurserv br	4	Другое	0.9999847412109375	Локальная сеть, интернет, WIFI, VPN Ошибка	4
коллега все добрый день партнер заводить новый сотрудник час назад регистрация быть до сей пора не отображать менеджер проверять пожалуйста регистрация менеджер в бэк по учеток bakieva smartinfo kz	4	Другое	0.9999984502792358	Бэк офис дилера (БОД) Ошибка	4
коллега добрый утро ранее обращаться с просьба предоставлять доступ к бсс новый главбух в компания линда 1132430801 не мочь бы присылать ссылка со вход в продукт новый главбух на почта guzel 0812 mail ru с уважение белов кирилл	4	Другое	0.999987006187439	Справочные системы Доступы	11
коллега добрый утро помогать пожалуйста просить сделать доступ в система госфинансы https vip gosfinansy ru в версия для ученик калягин д dkljagin pressh ru комп rzn70 и милохин екатерина emilokhina pressh ru и копм rzn44 заранее спасибо	4	Другое	0.9999288320541382	Корпоративный портал (Bitrix24) Ошибка	7
коллега добрый утро просить вы сделать учетный запись для ученик в рязань савин александр сергеевич rzn85 номер договор уч_мп_141648 филяков даниил витальевич rzn80 номер договор уч_мп_141667 киселев татьяна степановна rzn125 номер договор уч_мп_141655 клягин дмитрий анатольевич rzn71 номер договор уч_мп_141656 котоман адриан марчелович rzn73 номер договор уч_мп_141647 феденко николай владимирович rzn74 номер договор уч_мп_141646 милохин екатерина александровна rzn44 номер договор уч_мп_141645 заранее спасибо	4	Другое	0.9999785423278809	Корпоративный портал (Bitrix24) Ошибка	7
коллега добрый вечер просить предоставлять доступ к раздел личный продажа в ерм	4	Другое	0.9999728202819824	Единое Рабочее Место (ЕРМ) Доступы	4
добрый день в отдел обработка входить обращение проблема с дозвон у весь сотрудник группа набор в ручной через сстро уходить без проблема из база идти короткий гудок оператор звонить через раз просить устранять не исправность пк sar 225 тело 8058 и 243 тело 1846 звонок не уходить совсем	4	Другое	0.999767005443573	Телефония Ошибка	13
коллега добрый день на компьютер rzn102 и tula263 не работать сайт hh ru просить помогать спасибо	4	Другое	0.999950647354126	Локальная сеть, интернет, WIFI, VPN Ошибка	4
коллега добрый день на пк ulas173 нет плеер для прослушка звонок в arm устанавливать пожалуйста спасибо	1	АРМ оператора (SD) Доступы	0.9999080896377563	АРМ оператора (SD) Доступы	1
коллега добрый день просьба выгружать давать в пустой столбец таблица спасибо	4	Другое	0.9999972581863403	Аналитика МЦФЭР-Пресс Консультация	4
коллега добрый день просьба заменять гарнитур на рм zao05768 т к на прежний сломать юсб штекер заранее спасибо	4	Другое	0.9999901056289673	Дополнительного оборудования (гарнитура, принтер, сканер) Установка	4
коллега добрый день просьба настраивать доступ в arm для pnorikhina action press ru аналогично kdolgikh action press ru спасибо	1	АРМ оператора (SD) Доступы	0.9998767375946045	АРМ оператора (SD) Доступы	1
коллега добрый день просить подключать к принтер 926a_hp_635 следующий компьютер am106868 am100673 am 142 спасибо	4	Другое	0.999996542930603	Дополнительного оборудования (гарнитура, принтер, сканер) Подключение	4
коллега добрый день 1 контрагент переставать добавляться скрин снимок во вложение 2 в наименование указываться полный наименование контрагент а не сокращенный скрин снимок11 во вложение	4	Другое	0.9999978542327881	Проверка контрагентов Ошибка	4
коллега добрый день в бэкофис стартовый страница система управление мкд в версия умд для уо отсутствовать раздел журнал и статья журнал который есть в версия умд вип и умд плюс пожалуйста добавлять данные раздел и в версия умд для уо заранее спасибо	4	Другое	0.9999147653579712	АРМ редактора справочных систем (ВебАРМ) Доработка	4
коллега добрый день в тула на джоб inf_list100_kltst очень долгий ожидание подача новый клиент менеджер ждать новый клиент более пять минута скрин во вложение это массово и весь текущий неделя хотя клиент в заливка быть	4	Другое	0.999936580657959	Телефония Доработка	4
коллега добрый день все часто и часто в медицинский система выдавать ошибка и не показывать матриал у я рабочий редакторский доступ сейчас выдавать ошибка такой уважаемый коллега система контроль доступ сообщать что превышать количество оплачивать лицензия количество пользователь в настоящий момент работать в система превышать количество лицензия ваш доступ если у вы один лицензия возможно что пользователь с ваш логин в настоящий момент уже работать в система экономика лпу условие ваш доступ не позволять работать одновременно с несколько компьютер обращать внимание на количество открытый окно с система на ваш компьютер закрывать лишний окно и попробовать еще раз зайти в система через некоторый время 5 мина иногда другой ошибка где предлагать купить система как если бы у я не быть доступ помогать пожалуйста нужный стабильный доступ для работа	12	Справочные системы Ошибка	0.9996362924575806	Справочные системы Ошибка	12
коллега добрый день менеджер на вип компания по джоб inf_list100_kltst очень долго программа искать новый клиент менеджер ждать по 10 минута клиент в компания быть и это проблема постоянно просьба исправлять скрин во вложение	4	Другое	0.9998787641525269	Единое Рабочее Место (ЕРМ) Ошибка	5
коллега добрый день менеджер hq yu rudneva на почта yu rudneva action press ru не приходить расчетный лист по зарплата просьба исправлять спасибо	4	Другое	0.9999526739120483	1С Ошибка	4
коллега добрый день не работать синхронизация дело кад по номер дело пример во вложение	4	Другое	0.9999887943267822	XSUD Ошибка	4
коллега добрый день нужный помощь не мочь скачать из хром на рабочий стол приложение cctray и newhelper выдавать постоянно ошибка как еще можно устанавливать этот программа и сразу если к он нужный корпоративный доступ предоставлять его пожалуйста	4	Другое	0.9999992847442627	Программное обеспечение (ПО) Подключение	4
коллега добрый день пожалуйста просить предоставлять доступ к платформа https school action media ru vromm action media ru	6	Корпоративный портал (Bitrix24) Доступы	0.9999715089797974	Корпоративный портал (Bitrix24) Доступы	6
коллега добрый день просьба настраивать подключение hdmi к телевизионный монитор комп yar005	4	Другое	0.9999911785125732	Дополнительного оборудования (гарнитура, принтер, сканер) Подключение	4
коллега добрый день просьба предоставлять доступ к папка z актион пресс 00_отчет аудиоконтроль новый ак логин feofanova ulas 102 ulas225	4	Другое	0.9999269247055054	Рабочее место / компьютер Доступы	4
коллега добрый день просить настраивать проксирование https www gd ru school mbageneral https gitlab landing aservices tech landings upravlenie mbageneral gd ru цель чтобы данные сайт https gitlab landing aservices tech landings upravlenie mbageneral gd ru отдаваться по адрес https www gd ru school mbageneral необходимо учитывать что на сайт https gitlab landing aservices tech landings upravlenie mbageneral gd ru быть настраивать 301 редирект на сайт https www gd ru school mbageneral аналогично https www gd ru school mba надо настраивать флаг для исключение циклический редирект	4	Другое	0.9999985694885254	Хостинг и площадки Подключение	4
коллега добрый день просить открывать возможность закрепление клиент в ерм нестеров виталий вячеславович 4577 rzn85 vi nesterov pressh ru	4	Другое	0.9999939203262329	Единое Рабочее Место (ЕРМ) Доступы	4
коллега добрый день просить предоставлять доступ к телевизионный монитор в ерм сотрудник кобякина полина ufa230 ноутбук полина pkobjakina pressh ru доба 3587	4	Другое	0.9999982118606567	Единое Рабочее Место (ЕРМ) Доступы	4
коллега добрый день у я пропадать доступ к табель просьба открывать он на компьютер rzn 97 akuzminova pressh ru 5312	4	Другое	0.9999920129776001	БО Издателя Актион-пресс Ошибка	4
коллега добрый день просить настраивать почта новый сотрудник номер комп am 100673 aanashkina action media ru спасибо	4	Другое	0.9999836683273315	Электронная почта Подключение	4
коллега добрый день просить открывать доступ к закрепление в стопа лист клиент в ерм для мп шиндровый евгения михайловна rzn 81 ev shindrova pressh ru самохвал владислав витальевич rzn 106 v samokhvalov pressh ru крюкова елена вячеславовна rzn 73 ekryukova pressh ru	4	Другое	0.9999988079071045	Единое Рабочее Место (ЕРМ) Доступы	4
коллега добрый день не мочь делать изменение в файл exel hq dfs actiond отдел развитие образование ом договор ноча	4	Другое	0.9999139308929443	Программное обеспечение (ПО) Ошибки	4
коллега добрый день подсказывать как можно отключать у менеджер доступ к арма	1	АРМ оператора (SD) Доступы	0.9997715353965759	Рабочее место / компьютер Подключение	9
коллега добрый день просьба изменять право для сотрудник самбур владислав михайлович hq vm samburov в арм на аналогичный сотрудник астахов екатерина александровна hq e astakhova в связь с перевод на должность менеджер по продажа	1	АРМ оператора (SD) Доступы	0.9996019005775452	АРМ оператора (SD) Доступы	1
коллега добрый день просьба предоставлять право доступ в ерм для сотрудник мягкий юлия андреевна hq poljakov a аналогичный сотрудник куликов алексей владимирович hq al kulikov в связь с перевод на позиция руководитель группа	4	Другое	0.9999923706054688	Единое Рабочее Место (ЕРМ) Доступы	4
коллега добрый день просьба предоставлять право доступ в ерм для сотрудник снежкин ирина станиславовна hq snezhkina номер пк klg 040 аналогичный сотрудник седой евгений олегович hq sedykh в связь с перевод на должность руководитель группа	4	Другое	0.9999942779541016	Единое Рабочее Место (ЕРМ) Доступы	4
коллега добрый день в программа manycam не писаться звук когда видео записываться мочь проверять и помогать она решать комп rzn48 почта abatreva pressh ru и можно ли восстанавливать звук на видео который уже записываться ссылка на видео hq icfed com dfs obuchenie video обуч тренер рзн 2022 ученик 28 гф 2 день заранее спасибо	4	Другое	0.9999947547912598	Дополнительного оборудования (гарнитура, принтер, сканер) Ошибки	4
коллега добрый день обращаться пользователь chaika_v mail ru что не мочь зайти на сайт актион студент и в личный кабинет на id2 становиться разбираться в что дело находить следующий проблема что у пользователь не присваивать номер битрикс скрин во вложение из арм просить помогать в решение данный проблема	4	Другое	0.9999868869781494	Платформа ID2 Ошибка	4
коллега добрый день ошибка выставление счет клиент выставляться счет в ерм на вип версия сервис проверка контрагент при выбор иц все отражаться корректно однако после нажатие на кнопка оформлять счет формироваться на базовый версия и по другой цена пример действие сотрудник на скрин пример пин клиент 24356701 3030729801 1047167701 3459632201 6072677601 у весь предоставлять клиент срок окончание подписка в сентябрь 22	4	Другое	0.998554527759552	Единое Рабочее Место (ЕРМ) Ошибка	5
коллега добрый день пин 3627080301 просьба помогать аннулировать документ ап 39186258 ап 39241986 ап 39277948 ап 39333691 удаленный так как самостоятельно это сделать мы не удаваться скрин во вложение у мы нет пункт создавать запрос на аннулирование	4	Другое	0.9998902082443237	АРМ оператора (SD) Ошибка	2
коллега добрый день просьба восстанавливать доступ к учетки пищалкина диана а именно пароль тк потерять он напоминать пожалуйста логин dpishchalkina pressh ru	4	Другое	0.9999992847442627	Рабочее место / компьютер Доступы	4
коллега добрый день ранее создавать приказ 2022 08_82384 с клиент пин 5259209001 на подарочный курс командировочный расход оформление и учет казахстан при создание заказ в ерм приказ не находить поисковый строка ни по номер ни по название просить проверять скрин во вложение	4	Другое	0.9999979734420776	Единое Рабочее Место (ЕРМ) Задачи	4
коллега здравствовать обновлять пжл скайп в прошлый раз из за несвоевременный обновление быть невозможный запись видео заранее спасибо комп rzn64 почта abatreva pressh ru	4	Другое	0.999998927116394	Дополнительного оборудования (гарнитура, принтер, сканер) Ошибки	4
коллега не открываться страница ерм подключаться через vpn т к на удаленке просьба помогать как можно скоро	4	Другое	0.9992756247520447	Единое Рабочее Место (ЕРМ) Ошибка	5
коллега отдел юрист не мочь выгружать договор для согласование просьба исправлять ошибка 147816 номер согласование в мд	4	Другое	0.9999775886535645	Бэк офис дилера (БОД) Ошибка	4
коллега пин 1234459901 при попытка приобретать сертификат на сайт актион бонус возникать ошибка внутрений ошибка сервер скрин во вложение ссылка на автовход https id2 action media ru fl user 3ta56j6t1w app 10493 rand 6acbf158 5d0c 4271 a58e 045eba00692d sign 41f5b43929a3b05ccb73e02fbd352323 returnurl https 3a 2f 2fid2 action media ru 2f просить исправлять	4	Другое	0.999998927116394	Актион Бонус Ошибка	4
добрый день технический сбой в работа с запись по сотрудник иметься запись иды 632889441 и показывать что поляков михаил 1ч 59 слушать музыка в клиент пин 2951803501 хотя он звонить в этот время на другой номер скрин сстреть и запись на 1 59 прилагать просить устранять ошибка	4	Другое	0.9999960660934448	Телефония Ошибка	13
коллега просить устранять ошибка у мпп при звонок на стац ные номер после первый гудок идти сброс orb379	4	Другое	0.9998894929885864	Единое Рабочее Место (ЕРМ) Ошибка	5
коллега просить уточнять почему на компьютер сара 305 не мочь скачать файл в формат пдф скрин ошибка во вложение	4	Другое	0.9999992847442627	Программное обеспечение (ПО) Подключение	4
коллега у менеджер шестаков ирина не открываться корпоративный доступ к сс ishestakova pressh ru комп ufa151 скрин ошибка во вложение просить исправлять	4	Другое	0.9999920129776001	Справочные системы Доступы	11
коллега у менеджер кто работать на линукс ноутбук не загружаться веб доступ к почта 1 lbashirova pressh ru комп ufa232 2 is sultanov pressh ru ufa312 просить подключаться настраивать скрин во вложение	4	Другое	0.9992998838424683	Единое Рабочее Место (ЕРМ) Ошибка	5
коллега у новый сотрудник принимать в штат 21 10 уланова ульяна не выходить в прозвон кампания мп_нп_оу_прозвон неоплаченный заказ_саратов_2_км мп_нп_оу_супер прозвон неоплаченный заказ_саратов_2_км назначать звонок быть пробовать они выводить в ручной но звонок все равный не поступать координатор настройка проверять причина не находить просьба помогать в решение вопрос	4	Другое	0.9999983310699463	Единое Рабочее Место (ЕРМ) Ошибка	5
коллега у партнер too infoprof mail ru не открываться некоторый функция в ерм просить проверять ошибка в выдавать право не обнаруживать пробовать заходить с другой пк то же самый функция too infoprof mail ru скрин во вложение	4	Другое	0.9999957084655762	Единое Рабочее Место (ЕРМ) Консультация	4
коллега у сотрудник имамалий баходыр алишерович https home action mcfr ru company personal user 119051 нет номер cctrayпросьба выдавать заранее спасибо скриншот во вложение	4	Другое	0.9999316930770874	Телефония Установка	4
коллега уже у несколько сотрудник нет звонок в ветка хотя рг подымать в арм и отображаться что звонок быть комп тлт067 тлт047 тлт067 тлт018	4	Другое	0.9997698664665222	Единое Рабочее Место (ЕРМ) Ошибка	5
коллега устанавливать пожалуйста версия последний для internet explorer скрин во вложение комп rzn64 почта abatreva pressh ru заранее спасибо	4	Другое	0.9999949932098389	Корпоративный портал (Bitrix24) Ошибка	7
компьютер am00465 переставать открываться файл в ворд и эксел ругаться что якобы не хватать место на диск или в память см прикладывать скриншот при это и на диск и в память место предостаточно просить восстанавливать работоспособность	4	Другое	0.9999614953994751	Программное обеспечение (ПО) Подключение	4
компьютер коллега am111456 не пускать при ввод пароль писать учетный запись пользователь заблокировать и не мочь быть использовать для вход в сеть	4	Другое	0.9999970197677612	Рабочее место / компьютер Подключение	9
компьютер очень долго прогружать вкладка программа работать неоперативно	4	Другое	0.999090313911438	Рабочее место / компьютер Ошибка	8
кононова анастасия евгеньевна 2298779401 kononova mbkk ru дд 3юсс	3	Демодоступы (ДД) Доступы	0.997065007686615	Демодоступы (ДД) Доступы	3
ксения 6815621601 ksenya serebrennikova 82 mail ru дд юрист3 день	3	Демодоступы (ДД) Доступы	0.9999749660491943	Демодоступы (ДД) Доступы	3
лепешкин екатерина super lepesha ya ru ведущий юрисконсульт 6630399201 3 день дд	3	Демодоступы (ДД) Доступы	0.9994927644729614	Демодоступы (ДД) Доступы	3
лида_ссгендир job cc_np_gendir ап_нп_сс_владимир_сс4_гд не тянуться презы в монитор пример пин 5420207301 5822168001 и тд	4	Другое	0.9999914169311523	Отчетность по Справочным системам Отчетность	4
лукьянчук андрей владимирович 2438867301 konsyltantobr mail ru продлять пожалуйста доступ к система юрист до 05 11	3	Демодоступы (ДД) Доступы	0.9999945163726807	Демодоступы (ДД) Доступы	3
массовый проблема по нск ерм выдавать клиент и скрипт долго критично пора пропадать соединение с сервер	4	Другое	0.9998799562454224	Единое Рабочее Место (ЕРМ) Ошибка	5
массовый проблема не работать монитор не подгружаться информация по звонок у оператор	4	Другое	0.9999077320098877	АРМ оператора (SD) Ошибка	2
массовый сбой в работа публикатор документ документ не публиковаться при отправка документ из реактор документ блокироваться публикатор но экземпляр публикация не присваиваться и спустя время присваиваться статус публикация сбой http joxi ru grqpyqxhz91nba d 1 как пример https web arm aservices tech document 81 10655440	4	Другое	0.9999896287918091	Справочные системы Ошибка	12
менеджер пересодиль на ноут сстро требовать обнавление когда заходить в ерм vld 287 исмагилов лилия михайловна lmismagilova action press ru доба 1191	4	Другое	0.9999864101409912	Телефония Подключение	4
меркульев андрей петрович finik am ya ru индивидуальный предприниматель 1239149701 3 день	3	Демодоступы (ДД) Доступы	0.999624490737915	Демодоступы (ДД) Доступы	3
мочь ли в основной выдача колдун на судебка подымать наверх сейчас если в запрос кроме номер быть другой слово и цифра дата решение или слово суд по дело колдун на судебка показываться очень низко после основной выдача и другой колдун прикладывать скрин пример запрос от 21 05 2009 г ф03 2092 2009 а40 198919 2019 решение суд определение суд 305 эс21 6039 определение суд от 23 01 2020 с01 102 2020 по дело а65 34872 2018 арбитраж суд а40 118345 2021 https vip 1gl ru recommendations found fixedregioncode 77 isusehints false phrase d0 b0 d1 80 d0 b1 d0 b8 d1 82 d1 80 d0 b0 d0 b6 20 d1 81 d1 83 d0 b4 20 e2 84 96 20 d0 b040 118345 2f2021 sort relevance status actual	4	Другое	0.9999988079071045	Поиск Справочных систем Доработка	4
можно ли как то убирать постоянно появляться сообщение от сервис 1с эдо о то что доступный к получение новый документ очень мешать работать	4	Другое	0.9999983310699463	1С Доработка	4
мосфуд пин 6444458601 при вход писать нет право на запуск требовать вид клиент просить предоставлять доступ epozdnjakova action media ru	4	Другое	0.9999747276306152	Главбух ассистент Доступы	4
на sar270 у сотрудник kchaprasova pressh ru не работать корпоративный портал просьба помогать	7	Корпоративный портал (Bitrix24) Ошибка	0.9999939203262329	Корпоративный портал (Bitrix24) Ошибка	7
на бой выдаваться сразу два старый звено документ а актуальный нет с что связанный ошибка может ли она быть на сторона редактор неправильный публикация или настройка в ва https www 1gl ru handbook found phrase d0 bf d0 be d1 81 d0 be d0 b1 d0 b8 d1 8f 20 d1 81 d0 be d1 86 d0 b8 d0 b0 d0 bb d1 8c d0 bd d1 8b d0 b5 20 d0 b2 d1 8b d0 bf d0 bb d0 b0 d1 82 d1 8b isusehints true fix nofix status actual	4	Другое	0.9999979734420776	Поиск Справочных систем Ошибка	4
на компьютер вылезать постоянно активация виндоусый просить исправлять имя устройство am109329 полный имя устройство am109329 hq icfed com	4	Другое	0.9999984502792358	Программное обеспечение (ПО) Ошибки	4
