Query	predict_lb	predict_tag	true_lb	true_tag
добрый день уточнять пожалуйста я хотеть приносить в офис на работа свой личный пк и работать с он это возможный и что нужный для это я сделать скайп live cid 7a8f58578e952d11 можно написать в скайп	4	Другое	8	Рабочее место / компьютер Ошибка
добрый день это кадровик нижегородский филиал почта tchistjakova action press ru вн номер 3299 ошибочно в бэк офис вчера расторгать ученический договор с болотов оксана николаевна но вчера должный быть обнулять данный действие но ученик исчезать с портал происходить увольнение можно восстанавливать ученик	4	Другое	7	Корпоративный портал (Bitrix24) Ошибка
добрый день я зарегистрироваться в zoom на корп почта sosa action media ru но у я в зум не отображаться контакт актион скайп для связь алена сос тело 7 978 861 77 84 пароль от комп 77сf26gp также на личный страница под фотография нет галочка в пункт хотеть в zoom	4	Другое	9	Рабочее место / компьютер Подключение
добрый день br smr 151 внутренний 1427 br коллега просить подключаться к сотрудник пк постоянно зависать и ерм не грузиться br кеш куча чистить и перезагружать br посмотреть пк более подробно менеджер не работать br	13	Телефония Ошибка	5	Единое Рабочее Место (ЕРМ) Ошибка
добрый день br в папка p scans не появляться отсканировать документ просьба исправлять	4	Другое	8	Рабочее место / компьютер Ошибка
добрый день br мой новый сотрудник запекина татьяна ивановна не приходить логин и пароль для доступ на корп портал	6	Корпоративный портал (Bitrix24) Доступы	6	Корпоративный портал (Bitrix24) Доступы
добрый день br не мочь обращение сотрудник по ошибка в erm передавать в ита	4	Другое	5	Единое Рабочее Место (ЕРМ) Ошибка
добрый день br просить подгружать шаблон договор на система методист и методист плюс с сценарий оплата по график и постоплата br пин 3605787901 скрин во вложение	4	Другое	5	Единое Рабочее Место (ЕРМ) Ошибка
добрый день не корректно отображаться длительность звонок у сотрудник в ерм не соответствовать время с сстро разница на 5 минута с корейка мало отображаться в ерм скрин во вложение данные сотрудник скобцов наталья борисовна ul141 nskobtsova nskobtsova pressh ru 7842 мп_нп_п_ульяновск_к_1_киот mp_np_p_kadry	13	Телефония Ошибка	5	Единое Рабочее Место (ЕРМ) Ошибка
добрый день не работать кнопка вызов в ерм на раб комп klg 102 скрин прилагать	4	Другое	5	Единое Рабочее Место (ЕРМ) Ошибка
добрый день нет печать из 1с зуп актион пресс просьба проверять подключение принтер 1007 089 buh_hr_m501	4	Другое	9	Рабочее место / компьютер Подключение
добрый день просьба открывать доступ к apm zsirazieva номер компьютер ам102598	4	Другое	1	АРМ оператора (SD) Доступы
добрый день просить пользователь gpetrova pressh ru переводить на новый сервис деск	1	АРМ оператора (SD) Доступы	1	АРМ оператора (SD) Доступы
добрый день у сотрудник подвисать ерм сначало выдавать ошибка мы почистить история перезагружать комп на данный момент происходить зависание в ерм соединение по новый звонок происходить но на экран отображаться карточка предыдущий звонок карточка новый клиент открываться поздно со значительный задержка зиновьев елена александровна ul102 ea zinoveva ea zinoveva pressh ru 7550 мп_нп_п_ульяновск_к_1_киот mp_np_p_kadry br	13	Телефония Ошибка	5	Единое Рабочее Место (ЕРМ) Ошибка
добрый за сегодня 2 раз с перерыв 5 минута комп сам начинать перезагрузка первый раз сначала быть голубой экран с надпись на ваш пк проблема и он необходимо перезагружать такой же проблема быть позавчера до это происходить раз в месяц проверять пжста комп умирать или требоваться какой то настройка	8	Рабочее место / компьютер Ошибка	8	Рабочее место / компьютер Ошибка
добрый компьютер 2 раз за день начинать сам перезагружаться перед перезагрузка появляться голубой экран с надпись на ваш пк проблема и он необходимо перезагружать ранее на этот неделя комп так же перезагрузиться 1 раз по этот проблема уже заводить заявка 21718895 вроде починять но это повторяться снова	8	Рабочее место / компьютер Ошибка	8	Рабочее место / компьютер Ошибка
добрый при попытка сменить менеджер в стопа лист выдавать ошибка	4	Другое	5	Единое Рабочее Место (ЕРМ) Ошибка
добрый просить заменять жесткий диск на мой компьютер необходимость замена выявлять по заявка 22351367	4	Другое	8	Рабочее место / компьютер Ошибка
добрый сотрудник звонить а в монитор arm трафик не идти и не видно что звонить можно посмотреть в что технический сбой	2	АРМ оператора (SD) Ошибка	2	АРМ оператора (SD) Ошибка
добьрый день не работать пк crm00075 рабочий место 188 этаж 10 север пк не включаться если так оказываться что он невозможно реанимировать нужно быть доставать с жесткий диск папка с отчет заранее спасибо	4	Другое	8	Рабочее место / компьютер Ошибка
долго искать карточка как находить ерм вылетать клиент слышно но непонятно кто и что выходить ошибка так же повторно выдавать карточка который уже выпадать утор и договоренность о созвон в пн белина елена ul177доб 7242 аркуша ксения ул 071 доба 1839 галиакбер ринат ul134 доба 1542 семенов екатерина ul 212 1450 андреев мария ul 124 доба 4090 санигаров валентина ul 139 3668 сагдиев алина ул 187 номер 4104 джоб mp_np_p_gf	5	Единое Рабочее Место (ЕРМ) Ошибка	5	Единое Рабочее Место (ЕРМ) Ошибка
долго переключать после завершение действие появляться круг загрузка и не показывать карточка клиент прогружаться карточка много 10 минута аль салман алиф искандар id 108885 пк klg149 aalsalman action press ru	8	Рабочее место / компьютер Ошибка	5	Единое Рабочее Место (ЕРМ) Ошибка
домрачева екатерина 6740206501 tender oil ural ru продлять пожалуйста доступ к система юрист до 22 09 2022	3	Демодоступы (ДД) Доступы	3	Демодоступы (ДД) Доступы
доступ в актион хоум к редактирование и изменение право доступ	6	Корпоративный портал (Bitrix24) Доступы	6	Корпоративный портал (Bitrix24) Доступы
доступ в актион хоум на выдача и изменение право доступ	6	Корпоративный портал (Bitrix24) Доступы	6	Корпоративный портал (Bitrix24) Доступы
доступ к календарь закрывать	6	Корпоративный портал (Bitrix24) Доступы	6	Корпоративный портал (Bitrix24) Доступы
драйвер принтер просить printer 1411_hp_635 для печать pdf рабочий комп ама 102012	4	Другое	9	Рабочее место / компьютер Подключение
дробрый день коллега у менеджер не работать ерм ноут smr 077 логин eskuzmin smr 32 логин an makarova smr 016 yunikiforova просить устранять ошибка очень критично	5	Единое Рабочее Место (ЕРМ) Ошибка	5	Единое Рабочее Место (ЕРМ) Ошибка
дроздкова анна владимировна anecd yandex ru юрист 2415497601 дд3 день	3	Демодоступы (ДД) Доступы	3	Демодоступы (ДД) Доступы
дудоркина анна dudorkina av sberleasing ru юрист 3246172601 дд 3 день	3	Демодоступы (ДД) Доступы	3	Демодоступы (ДД) Доступы
егоров андрей николаевич vm of 61 hq icfed com zao06402 hq icfed com отрубиться доступ к запись файл в расшарить папка после правка файл при попытка сохранение блокировка см скрин проблема возникать буквально в последний час и в старый комп и в новый виртуаль и у я и у напарник богачев а н еще около 13 ч сохранение проходить нормально а после 14 ч уже облом пострадать папка вероятно не все а только тот что сразу обнаруживаться zao06970 fb_input zao06277 ps_in zao06277 ps_done в этот папка общий доступ выгружаться материал для печатный и электронный версия журнал на текущий момент один журнал уже подвиснуть 2 другой на подход паника по срыв срок тоже на подход	4	Другое	8	Рабочее место / компьютер Ошибка
евстифеева илона гарриевна доба 8763 i evstifeeva action press ru на удаленке проходить звонок и сразу сброс не успевать принимать звонок несколько раз за день	4	Другое	5	Единое Рабочее Место (ЕРМ) Ошибка
егоров юлия андреевна law4 classic sp ru юрист 6499219901 дд 3 день	3	Демодоступы (ДД) Доступы	3	Демодоступы (ДД) Доступы
екатерина 2985844001 advokat kev ya ru продлять пожалуйста доступ к система юрист до 11 08	3	Демодоступы (ДД) Доступы	3	Демодоступы (ДД) Доступы
елисеева инна шафиговна innas_1971 mail ru юрист 2951273001 дд	3	Демодоступы (ДД) Доступы	3	Демодоступы (ДД) Доступы
емельянов евгений юрьевич 4652291001 o_priem mail ru продлять пожалуйста доступ к система юрист до 14 10 2022	3	Демодоступы (ДД) Доступы	3	Демодоступы (ДД) Доступы
ерм раздел сотрудник в список филиал нет филиал москва актион мцфэр к который относить подразделение корпоративный сервисный центр актион 360 при это в раздел монитор руководитель этот филиал под тот же логин быть просьба исправлять	4	Другое	5	Единое Рабочее Место (ЕРМ) Ошибка
добрый день у на ноутбук сотрудник не работать ссrtay не загружаться ноутбук ul183 ul198 ul208 просить исправлять	4	Другое	13	Телефония Ошибка
ермолова венера 6245361901 vuv ermolova yandex ru продлять доступ к система юрист до 14 09 2022	3	Демодоступы (ДД) Доступы	3	Демодоступы (ДД) Доступы
ершов екатерина заключать уда с 19 09 по 14 10 2022 далее следовать досрочный расторжение уда 29 09 2022 с цель заключение тд с 30 09 2022 на портал период уд не изменяться в связь с что нет возможность добавлять период тд должно быть уда с 19 09 по 29 09 22 тд с 30 09 2022 бессрочно ооо актион пресс база 1с ульяновск	4	Другое	7	Корпоративный портал (Bitrix24) Ошибка
быть проблема с провод который соединять монитор и системный блок 11 в 161 системник zao06765 слабый соединение отходить контакт если немного двигать экран новый сотрудница сказать что вчера 01 11 в место контакт слышать треск как будто там коротить	4	Другое	8	Рабочее место / компьютер Ошибка
жбанов алексей сергеевич 4844332701 a9628803437 yandex ru продлять пожалуйста доступ к система юрист до 19 09	3	Демодоступы (ДД) Доступы	3	Демодоступы (ДД) Доступы
жигунова ирина руслановна уч_мп_146409 просить выдавать доступ к ерм и программа единый рабочий место	4	Другое	6	Корпоративный портал (Bitrix24) Доступы
журавлев юлия андреевна gua nt mail ru юрист 5748670401 юссы 3 день	3	Демодоступы (ДД) Доступы	3	Демодоступы (ДД) Доступы
заблокировать доступ к сетевой папка нужный доступ по этот дорожка hq icfed com dfs epsylon magazines справочник руководитель образовательный учреждение и еще по этот hq icfed com dfs epsylon magazines справочник руководитель образовательный учреждение 8 22	4	Другое	10	Сетевые папки Доступы
зависать ерм периодически после закрытие карта клиент через 2 клиент белый полотно у весь подразделение мп_пп_е_москва_3_обр просить исправлять ошибка	5	Единое Рабочее Место (ЕРМ) Ошибка	5	Единое Рабочее Место (ЕРМ) Ошибка
зависать удаленный рабочий стол rds vdi ha hq icfed com hq tosadchaja пароль 608077	4	Другое	8	Рабочее место / компьютер Ошибка
зависание ерм и прилетать другой звонок при открытый карточка tvr mng 84 алтухов юлия олеговна lukjanenok action press ru	4	Другое	5	Единое Рабочее Место (ЕРМ) Ошибка
добрый день у на ноутбук сотрудник не работать ссrtay не загружаться ноутбук ul199 ul196 ul191 просить исправлять	4	Другое	13	Телефония Ошибка
зайцев алексей владимирович zv5000 yandex ru адвокат 2995604701 дд 3 день	3	Демодоступы (ДД) Доступы	3	Демодоступы (ДД) Доступы
закрывать доступ в бо http bo etalonsearch actiondigital ru ранее быть	11	Справочные системы Доступы	11	Справочные системы Доступы
закрывать пожалуйста доступ к бсс для шимановский марина александровна https home action mcfr ru company personal user 118103 договор в мд до 30 06 2022 удалять пожалуйста эксперт с портал козлов юрий https home action mcfr ru company personal user 113310 согнуть шение о расторжение договор подряд ду22 87 гб2 от 31 05 2022 от 31 05 22	4	Другое	6	Корпоративный портал (Bitrix24) Доступы
заменять монитор	4	Другое	9	Рабочее место / компьютер Подключение
заменять компьютер в связь с невозможность подключать второй компьютер к иметься компьютер просить заменять компьютер и по возможность поставлять на он вин10 спасибо	4	Другое	9	Рабочее место / компьютер Подключение
запрашивать ввод сетевой пароль я вводить но имя пользователь и пароль не опознавать это очень срочно	4	Другое	10	Сетевые папки Доступы
заявка от михаил митюков выдавать доступ к издание tnovik mcfr ua mzhidkov mcfr ua	6	Корпоративный портал (Bitrix24) Доступы	11	Справочные системы Доступы
добрый день менеджер силаев марина не слышать клиент sar 116 вн номер 3518 перезагружать 4 раз не помогать	4	Другое	13	Телефония Ошибка
звягин елена владимировна 3179422901 zvyaginaelena yandex ru продлять пожалуйста доступ к система юрист до 09 09	3	Демодоступы (ДД) Доступы	3	Демодоступы (ДД) Доступы
звягин елена владимировна 3179422901 zvyaginaelena yandex ru продлять пожалуйста доступ к система юрист до 13 09	3	Демодоступы (ДД) Доступы	3	Демодоступы (ДД) Доступы
здравствовать давать я пожалуйста доступ в арм нужный такой же право как менеджер по продажа чтобы я мочь слушать звонок	1	АРМ оператора (SD) Доступы	1	АРМ оператора (SD) Доступы
здравствовать 05 10 и 06 10 сораняться проблема клиент назначаться заявка на обратный звонок 2 день подряд один клиент оставлять 2 заявка и на 2ю заявка не ставиться ограничение пина 3762856401 переходить по письмо сегодня много раз и вчера 2927701801 переходить по письмо сегодня много раз и вчера 2416089601 переходить по письмо сегодня много раз и вчера 3092881801 переходить по письмо сегодня много раз и вчера	4	Другое	5	Единое Рабочее Место (ЕРМ) Ошибка
здравствовать главный бухгалтер в ташкент шарипова надыр мирагзамовна https home action mcfr ru company personal user 64415 запрашивать доступ на создание процесс на увольнение сотрудник и удаление они с корпоративный портал просить выдавать необходимый доступ	6	Корпоративный портал (Bitrix24) Доступы	6	Корпоративный портал (Bitrix24) Доступы
здравствовать я выдавать расширять право для арм но при это в мой учетный запись отображаться не весь поле нет поле событие и я не мочь слушать звонок кнопка прослушивать неактивный нужно по во вложение скрин я необходимый такой же функционал как у алена теленкова мой номер компьютер ws am 902	1	АРМ оператора (SD) Доступы	1	АРМ оператора (SD) Доступы
здравствовать на рабочий ноутбук необходимо устанавливать арм с возможность слушать звонок на офисный компьютер для это необходимо быть устанавливать плеер axsldplayer он быть в этот папка hq icfed com dfs crm callcenter remotehelp нужно ли это делать на ноут не знать сейчас у я на ноутбук быть арм newarm ink но при попытка вход вот что он я писать скрин низкий номер ноутбук prm0002	4	Другое	1	АРМ оператора (SD) Доступы
здравствовать описание проблема генеральный директор не мочь авторизоваться в арм scr_1 png что предприниматься проверка правильность ввод учетный данные домен mcfruz данные верный желаемый результат работать авторизация в арм через учетный запись домен mcfruz фио сотрудник у котой возникать проблема тургун улугбек анарбаевич адрес на портал https home action mcfr ru company personal user 111985	4	Другое	2	АРМ оператора (SD) Ошибка
здравствовать описание проблема у руководитель один из группа call центр не получаться авторизоваться в norbit crm арм прикладывать скриншот screenshot 29_08_2022 09_08_15 png логин и пароль верный так как с они без проблема получаться авторизоваться на mail action mcfr ru данные сотрудник у который возникать проблема фио мирзаев альбина ильдусовна адрес на портал https home action mcfr ru company personal user 120067	4	Другое	2	АРМ оператора (SD) Ошибка
здравствовать описание проблема у руководитель один из группа call центр не получаться авторизоваться в арм scr_1 png что предприниматься проверка доступность сервер hq icfed com доступный попытка авторизоваться прежний образ через учетный запись домен hq безуспешно scr_2 png желаемый результат работать авторизация в арм через учетный запись домен mcfruz фио сотрудник у котой возникать проблема турсунбаева ширин махсуджановна адрес на портал https home action mcfr ru company personal user 79065	4	Другое	2	АРМ оператора (SD) Ошибка
здравствовать описание проблема у руководитель один из группа call центр в монитор арм не отображаться один из сотрудник гуломов севара https home action mcfr ru company personal user 120016 желаемый результат отображение в монитор арм весь сотрудник подразделение подконтрольный барноев асалхон серажидиновна https home action mcfr ru company personal user 114373 в данный момент в монитор арм отображаться только следующий сотрудник photo_2022 08 16_17 23 32 jpg	7	Корпоративный портал (Bitrix24) Ошибка	2	АРМ оператора (SD) Ошибка
здравствовать описание проблема у руководитель один из группа call центр в профиль на портал дублироваться право доступ screenshot 10_08_2022 12_08_32 png желаемый результат корректный отображение выдавать сотрудник право в его профиль на портал корректный работа выдавать доступ фио сотрудник у котой возникать проблема мирзаев альбина ильдусовна адрес на портал https home action mcfr ru company personal user 120067	7	Корпоративный портал (Bitrix24) Ошибка	7	Корпоративный портал (Bitrix24) Ошибка
здравствовать пожалуйста предоставлять я доступ ко весь тумблер в настройка профиль сотрудник ташкент замечать что у я отображаться не весь тумблер скрин от сотрудник тот поддержка image20220818133831 png скрин от я image20220818133839 png данный доступ запрашивать для то что бы быстро решать задача и сокращать число обращение по тот вопрос который мочь решать самостоятельно	4	Другое	7	Корпоративный портал (Bitrix24) Ошибка
здравствовать проблема с наушник не работать микрофон	4	Другое	9	Рабочее место / компьютер Подключение
здравствовать просить выдавать полный доступ к арм директор мцфэр узбекистан рауфов рустам камарович https home action mcfr ru company personal user 117374 доступ необходимый по аналогия с генеральный директор тургунов улугбек анарбаевич https home action mcfr ru company personal user 111985	1	АРМ оператора (SD) Доступы	1	АРМ оператора (SD) Доступы
здравствовать просить выдавать полный доступ к арм для новый руководитель группа call центр кц_нп_сс_узбекистан_3 фио сотрудник мирзаев альбина ильдусовна адрес на портал https home action mcfr ru company personal user 120067 доступ к амр нужный по аналогия с барноев асалхон серажидиновна https home action mcfr ru company personal user 114373 так же просить выдавать учетный данные для доступ к домен hq если же в данный момент учетный данные для доступ к домен hq не выдаваться и сотрудник ташкентский офис должный использовать для доступ к hq icfed com учетный запись ташкентский домен просить предоставлять этот доступ	1	АРМ оператора (SD) Доступы	1	АРМ оператора (SD) Доступы
здравствовать просить выдавать полный доступ к арм следующий сотрудница федоров наталья игоревна https home action mcfr ru company personal user 34095 доступ необходимый по аналогия с шарипова комить камолиддин кизи https home action mcfr ru company personal user 64222	1	АРМ оператора (SD) Доступы	1	АРМ оператора (SD) Доступы
здравствовать просить исправлять проблема связывать с обработка обращение менеджер в арм проблема наблюдаться у руководитель группа кц_нп_е_узбекистан акчурина дарья адрес руководитель группа на портал https home action mcfr ru company personal user 34107 прикреплять скриншот на первый сообщение о то что подразделение не связывать ни с один из сервис на второй пустой окно после раскрытие список с тип обращение	2	АРМ оператора (SD) Ошибка	2	АРМ оператора (SD) Ошибка
здравствовать просить предоставлять новый сотрудница уралов мадина сайфуллаевна https home action mcfr ru company personal user 121027 право и доступ аналогичный она руководитель ибрагимова гулить махмудовна https home action mcfr ru company personal user 34118 ранее просить об это в комментарий к процесс на заведение сотрудник прикреплять скриншот	6	Корпоративный портал (Bitrix24) Доступы	6	Корпоративный портал (Bitrix24) Доступы
здравствовать сбиваться настройка принтер не печатать документ с компьютер am00454	4	Другое	9	Рабочее место / компьютер Подключение
здравствовать у я слетать доступ к сайт и сервис просьба исправлять прикреплять скриншот в который видно что на портал доступ проставлять а также скриншот из сам справочный система просьба перевыдавать весь доступ	4	Другое	11	Справочные системы Доступы
здравствовать у сотрудник call центр появляться ошибка при нажатие в ерм на кнопка готовый работать прикреплять скриншот фио полат азамат мамет адрес на портал https home action mcfr ru company personal user 114701 имя пк amg 168 адрес anydesk для подключение 540 486 304	5	Единое Рабочее Место (ЕРМ) Ошибка	5	Единое Рабочее Место (ЕРМ) Ошибка
здравствовать чтобы прослушивать звонок в арм нужно устанавливать плеер сделать это я не мочь нужный админский право плеер axsldplayer в этот папка hq icfed com dfs crm callcenter remotehelp компьютер ws am 902	4	Другое	1	АРМ оператора (SD) Доступы
здравствовать 11 этаж место 153 не работать монитор компьютер писать no signal detected	4	Другое	8	Рабочее место / компьютер Ошибка
здравствовать авторизоваться на 1bh uz но нет доступ предлагать пробный хотя доступ на портал проставлять	4	Другое	11	Справочные системы Доступы
здравствовать в zoom не работать микрофон	4	Другое	9	Рабочее место / компьютер Подключение
здравствовать в система гендир в раздел сервис у виджет быть издание 259 это другой система http joxi ru zrj1ldehqexg4a издание система гендир 204 235 и 250 просить убирать лишний издание 259 похожий когда делать система продажа виджет они не скопировать а добавлять издание в наш чтобы избегать ситуация когда один из система что то сделать а у другой на бой появляться правка просить разделять виджет между два разный система	4	Другое	12	Справочные системы Ошибка
здравствовать давать доступ к этот папка	4	Другое	10	Сетевые папки Доступы
здравствовать генеральный директор ташкентский филиал не иметь доступ к прослушивание аудиозапись разговор в арм кнопка прослушивать недоступный пожалуйста предоставлять доступ к прослушивание запись разговор прикреплять скриншот	4	Другое	1	АРМ оператора (SD) Доступы
здравствовать для новый сотрудник ивлева юлия вячеславовна не настраивать рабочий стол в данный момент занимать флекс место 147 yuivleva action media ru просить настраивать удаленный рабочий стол с доступ в реактор консультант консультант плюс регион со скайп зум и редактор adobe reader спасибо	4	Другое	9	Рабочее место / компьютер Подключение
здравствовать для работа просить настраивать и выдавать я ноутбук с ос windows и высылать по адрес город новосибирск улица некрасов дом 63 квартира 63 телефон 7 999 468 69 71 на имя климов александр	9	Рабочее место / компьютер Подключение	9	Рабочее место / компьютер Подключение
здравствовать заводить пожалуйста новый учетный запись на компьютер zao06416 для татьяна ширякова сейчас на корппортал она числиться в редакция журнал справочник заместитель директор школа но с сегодняшний день работать в система гмс	4	Другое	9	Рабочее место / компьютер Подключение
здравствовать заводить в мастер договор новый контрагент акулов анастасия александровна снилс 112 994 324 62 файл с номер снилс прикладывать система писать что контрагент с такой снилс уже существовать скрин прикладывать но по поиск находить акулова анастасия александровна не мочь	4	Другое	7	Корпоративный портал (Bitrix24) Ошибка
здравствовать заводить контрагент смирнов сергей анатольевич снилс 001 263 662 93 поле для заполнение фамилия имя отчество не активный скрин прикладывать	4	Другое	7	Корпоративный портал (Bitrix24) Ошибка
здравствовать массовый проблема с доступ к арм и ерм в ташкентский офис со свой сторона проблема с оборудование не наблюдать прикладывать скрин с пинг и ошибка при запуск арм	4	Другое	5	Единое Рабочее Место (ЕРМ) Ошибка
здравствовать я нужно предоставлять полный доступ к журнал нормативный документ образовательный учреждение в целое вот путь который нужный hq icfed com dfs epsylon magazines нормативный документ образовательный учреждение мой логин kkirik скайп для связь live cid d3487a743fd3c107	4	Другое	10	Сетевые папки Доступы
здравствовать на 11 этаж на рабочий место со 108 по 148 вырубаться компьютер помогать пожалуйста	4	Другое	9	Рабочее место / компьютер Подключение
здравствовать на компьютер возникать проблема с переключение раскладка на русский при нажатие shift alt отображаться что вроде как переключаться скрин но при это выбирать сша и раскладка оставаться английский меняться на русский только после выбор русский в этот меню и то не всегда мочь переключаться только после несколько попытка при этот с переключение на английский проблема нет подсказывать как решать номер компьютер 07060 место 094	4	Другое	8	Рабочее место / компьютер Ошибка
здравствовать на почта asset sagyndykov fund kz не приходить письмо от компания запрос на смена пароль просить решать вопрос	4	Другое	12	Справочные системы Ошибка
здравствовать на рабочий место 11в 136 сильный запах горелый провод от системный блок проверять пожалуйста	4	Другое	8	Рабочее место / компьютер Ошибка
здравствовать на третий этаж в кабинет директор отдел учебный центр узбекистан не включаться один из пк просьба решать проблема	4	Другое	8	Рабочее место / компьютер Ошибка
здравствовать не включаться пк не загружаться windows просить срочно исправлять	4	Другое	8	Рабочее место / компьютер Ошибка
здравствовать не мочь выгружать акт заказ 458879347	4	Другое	2	АРМ оператора (SD) Ошибка
здравствовать не мочь зайти в бо мастер http joxi ru p27gqkgulbpmp2 http joxi ru grqepovfz0kv8r	4	Другое	12	Справочные системы Ошибка
здравствовать не мочь зайти в виртуальный сервер при попытка вход я выдавать вот такой ошибка	4	Другое	5	Единое Рабочее Место (ЕРМ) Ошибка
здравствовать не мочь зайти в система система предлагать приобретать подписка мой битрикс 11951623 почта stsyganok action media ru в суперпользователь я быть файл cookie почистить и перезагружать компьютер но ошибка оставаться	4	Другое	12	Справочные системы Ошибка
здравствовать не мочь из личный корпоративный почта переходить по ссылка чтобы заполнять график отпуск на 2023 год приходить письмо на почта с ссылка для заполнение отпуск нажимать на она но никуда не переходить скрин письмо и ссылка прикреплять	4	Другое	7	Корпоративный портал (Bitrix24) Ошибка
здравствовать не мочь подключаться к виртуал стол имя rds_broker_lb hq icfed com пароль kbz1234 писать что я не иметь право помогать пожалуйста	4	Другое	9	Рабочее место / компьютер Подключение
здравствовать не мочь подключаться у виртуальный комп похоже выключать включать пожалуйста vm yudina hq icfed com	4	Другое	8	Рабочее место / компьютер Ошибка
здравствовать не мочь подключаться у виртуальный комп похоже выключать включать пожалуйста vm yudina hq icfed com	4	Другое	8	Рабочее место / компьютер Ошибка
здравствовать не мочь подключаться у виртуальный комп похоже выключать включать пожалуйста vm yudina hq icfed com	4	Другое	8	Рабочее место / компьютер Ошибка
здравствовать не мочь распечатывать документ так как принтер требовать обновление драйвер просить помогать спасибо мой компьютер 05774 принтер 1122a_hp_635	4	Другое	9	Рабочее место / компьютер Подключение
